All Transactions Report Created: 2018-08-15 22:58:52 -0500
,
﻿Filter Criteria:,All Dates
,All Accounts
,Any Status
,Selected Transactions
,
﻿,"Split","Date","Type","Action","Check #","Security","Payee","Description","Category","Comm/Fee","Shares","Amount","Account","Memo/Notes"
﻿,,"2/28/2017","Interest Income","",,"",,"Investments:Interest Income","Investments:Interest Income","",,"60.93","IBM Pension",""
﻿,,"2/28/2017","Reinvest Dividend","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","17.386 shares @ 11.949845","Investments:Reinvest Dividend","","17.386","0.00","IBM 401k Fidelity","DIVIDEND;VANG LT TREASURY ADM OQAX;as of 02/28/2017"
﻿,,"2/28/2017","Buy","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","14.192 shares @ 11.950395","Investments:Buy","","14.192","-169.60","IBM 401k Fidelity","CONTRIBUTION;VANG LT TREASURY ADM OQAX;as of 02/28/2017"
﻿,,"2/28/2017","Buy","",,"Stable Value","Stable Value","26.396 shares @ 6.425216","Investments:Buy","","26.396","-169.60","IBM 401k Fidelity","CONTRIBUTION;INTEREST INCOME FUND OJFA;as of 02/28/2017"
﻿,,"2/28/2017","Buy","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","0.03 shares @ 1.00","Investments:Buy","","0.03","-0.03","Fidelity HSA XX5575",""
﻿,,"2/28/2017","Payment/Deposit","",,"","Balance Adjustment","Cash","Cash","",,"-135.00","Terry Cash","bal 20"
﻿,,"2/28/2017","Payment/Deposit","",,"","Balance Adjustment","Transfer:[Greg Cash]","Transfer:[Greg Cash]","",,"20.00","Terry Cash","bal 280"
﻿,,"2/28/2017","Payment/Deposit","",,"","Balance Adjustment","Transfer:[Terry Cash]","Transfer:[Terry Cash]","",,"-20.00","Greg Cash","bal 280"
﻿,,"2/28/2017","Payment/Deposit","",,"","Rebate","Misc Inc","Misc Inc","",,"48.86","Sears 9920(29)",
﻿,,"2/28/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-95.52","Discover 3128(6)",
﻿,,"2/28/2017","Payment/Deposit","",,"","TACO REPUBLIC KANSAS CITY KS","Dining:Family","Dining:Family","",,"-54.60","Discover 3128(6)",
﻿,,"2/28/2017","Payment/Deposit","",,"","APL* ITUNES.COM/BILL 866-712-775","Fix Me","Fix Me","",,"-7.61","Discover 3128(6)",
﻿,,"2/28/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.01","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/28/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"0.08","Checking",
﻿,,"2/28/2017","Payment/Deposit","",,"","INTEREST CREDITED DEPOSIT","Int Inc","Int Inc","",,"0.85","Savings",
﻿,,"2/28/2017","Payment/Deposit","",,"","Avertest Avertest Merriam","Fix Me","Fix Me","",,"-16.50","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 03:36 AVERTEST AVERTEST MERRIAM KS CARD "
﻿,,"2/28/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-5.25","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 05:36 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"2/28/2017","Payment/Deposit","",,"","ATM Fee","Bank Chrg","Bank Chrg","",,"-0.35","Matt Checking 0451",
﻿,,"2/28/2017","Payment/Deposit","",,"","Interest Earned","Uncategorized","Uncategorized","",,"0.03","Fidelity HSA XX5575","INTEREST EARNED"
﻿,,"2/28/2017","Payment/Deposit","",,"","Fairfield","Vacation","Vacation","",,"-169.85","Checking","Vacation fees"
﻿,,"2/28/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"214.58","Fidelity HSA XX5575","Medical savings plan"
﻿,,"2/28/2017","Payment/Deposit","",,"","IBM Paycheck","Transfer:[Savings]","Transfer:[Savings]","",,"339.20","IBM 401k Fidelity","contribution"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"5,653.25","Savings","Gross pay"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Salary","Salary","",,"78.54","Savings","Life Insurance (implied)"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Medicare","Tax:Medicare","",,"-78.19","Savings","Paycheck"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Soc Sec","Tax:Soc Sec","",,"-334.33","Savings","Paycheck"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Fed","Tax:Fed","",,"-564.97","Savings","Paycheck"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Tax:Kansas","Tax:Kansas","",,"-175.64","Savings","Paycheck"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[IBM 401k Fidelity]","Transfer:[IBM 401k Fidelity]","",,"-339.20","Savings","contribution"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Medical","Insurance:Medical","",,"-124.78","Savings","Health care (medical + dental)"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Transfer:[Fidelity HSA XX5575]","Transfer:[Fidelity HSA XX5575]","",,"-214.58","Savings","Medical savings plan"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"0.00","Savings","Life Insurance"
﻿,"S","2/28/2017","Payment/Deposit","Deposit",,"","IBM Paycheck","Insurance:Life","Insurance:Life","",,"-78.54","Savings","LIfe Insurance (implied)"
﻿,,"2/28/2017","Payment/Deposit","Deposit",,"","IBM Match","Misc Inc","Misc Inc","",,"460.00","Deferred 401k Match","IBM Match"
﻿,,"2/27/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.05","TD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"2/27/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.02","GD IRA (E*Trade)","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"2/27/2017","Interest Income","",,"EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","EXTENDED INSURANCE SWEEP DEPOSIT ACCOUNT 3.50% 03/01/2043","Investments:Interest Income","Investments:Interest Income","",,"0.01","ETrade","INT - EXTENDED INSURANCE SWEEP - DEPOSIT ACCOUNT"
﻿,,"2/27/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-30.00","Sears 9920(29)","odyssey"
﻿,,"2/27/2017","Payment/Deposit","",,"","McDonald's","Dining","Dining","",,"-5.73","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/27/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-68.36","Discover 3128(6)",
﻿,,"2/27/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Fix Me","Fix Me","",,"-32.00","Discover 3128(6)",
﻿,,"2/27/2017","Payment/Deposit","",,"","Ancestry.Com","Membership","Membership","",,"-19.95","Discover 3128(6)",
﻿,,"2/27/2017","Payment/Deposit","",,"","GROUPON INC 877-788-7858 IL","Fix Me","Fix Me","",,"-16.00","Discover 3128(6)",
﻿,,"2/27/2017","Payment/Deposit","",,"","AMAZON SERVICES-KINDLE 866-321-8","Books","Books","",,"-9.99","Discover 3128(6)","TD study"
﻿,,"2/27/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-6.55","Discover 3128(6)",
﻿,,"2/27/2017","Payment/Deposit","",,"","Lynda.com","Education","Education","",,"-34.99","AMEX Everyday(22)","P-08649659 888-335-9632"
﻿,,"2/27/2017","Payment/Deposit","",,"","TBO TRF FROM ***7671 TO ***0451","Fix Me","Fix Me","",,"50.00","Matt Checking 0451",
﻿,,"2/27/2017","Payment/Deposit","",,"","TBO TRF FROM ***7671 TO ***0451","Fix Me","Fix Me","",,"30.00","Matt Checking 0451",
﻿,,"2/27/2017","Payment/Deposit","",,"","DBT PURCHASE ON 02/27 @ 11:13 PA","Fix Me","Fix Me","",,"-25.82","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 11:13 PAPA JOHN'S #02131 PAPA JOHN'S #02"
﻿,,"2/27/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-8.70","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 18:16 WAL Wal-Mart Store 7504602490 WAL-"
﻿,,"2/27/2017","Payment/Deposit","",,"","DBT PURCHASE ON 02/27 @ 15:16 PH","Fix Me","Fix Me","",,"-6.67","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 15:16 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"2/27/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-2.57","Matt Checking 0451","DBT PURCHASE ON 02/27 @ 18:24 WAL Wal-Mart Store 3226022490 WAL-"
﻿,,"2/27/2017","Payment/Deposit","",,"","KANSAS GAS SERVI","Utilities:Gas & Electric","Utilities:Gas & Electric","",,"-203.60","Checking",
﻿,,"2/27/2017","Payment/Deposit","",,"","Barclay","Transfer:[Checking]","Transfer:[Checking]","",,"42.01","Apple Rewards 2672(3)","payment (auto)"
﻿,,"2/27/2017","Payment/Deposit","",,"","Barclay","Transfer:[Apple Rewards 2672(3)]","Transfer:[Apple Rewards 2672(3)]","",,"-42.01","Checking","payment (auto)"
﻿,,"2/26/2017","Payment/Deposit","",,"","Five Guys","Dining:Greg","Dining:Greg","",,"-7.17","Discover 3128(6)",
﻿,,"2/26/2017","Payment/Deposit","",,"","Amazon.com","Fix Me","Fix Me","",,"-63.98","Discover 3128(6)",
﻿,,"2/26/2017","Payment/Deposit","",,"","Hen House","Groceries","Groceries","",,"-17.80","Discover 3128(6)",
﻿,,"2/26/2017","Payment/Deposit","",,"","Main Street Tobacco","Fix Me","Fix Me","",,"-39.59","Matt Checking 0451","DBT PURCHASE ON 02/25 @ 02:42 IN *MAIN STREET TOBACCO IN *MAIN S"
﻿,,"2/26/2017","Payment/Deposit","",,"","Sport Clips Ks","Fix Me","Fix Me","",,"-29.00","Matt Checking 0451","DBT PURCHASE ON 02/25 @ 11:29 SPORT CLIPS KS109 SPORT CLIPS KS10"
﻿,,"2/26/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"25.00","Matt Checking 0451",
﻿,,"2/26/2017","Payment/Deposit","",,"","Panera Bread","Fix Me","Fix Me","",,"-9.23","Matt Checking 0451","DBT PURCHASE ON 02/25 @ 17:08 PANERA BREAD #2717 PANERA BREAD #2"
﻿,,"2/26/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.33","Matt Checking 0451","DBT PURCHASE ON 02/25 @ 12:05 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"2/26/2017","Payment/Deposit","",,"","Sears","Transfer:[Checking]","Transfer:[Checking]","",,"445.47","Sears 9920(29)","payment (auto)"
﻿,,"2/26/2017","Payment/Deposit","",,"","Sears","Transfer:[Sears 9920(29)]","Transfer:[Sears 9920(29)]","",,"-445.47","Checking","payment (auto)"
﻿,,"2/25/2017","Payment/Deposit","",,"","QT","Auto:Fuel","Auto:Fuel","",,"-25.25","Sears 9920(29)","odyssey"
﻿,,"2/25/2017","Payment/Deposit","",,"","Taco Bell","Dining:Terry","Dining:Terry","",,"-5.90","Discover 3128(6)","DBT PURCHASE ON 07/24 @ 13:52 TACO BELL #21436 TACO BELL #21436"
﻿,,"2/25/2017","Payment/Deposit","",,"","MURFIN'S MKT-WILLARSBQ WILLARD M","Groceries","Groceries","",,"-11.10","Discover 3128(6)",
﻿,,"2/25/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"40.00","Matt Checking 0451",
﻿,,"2/25/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"15.00","Matt Checking 0451",
﻿,,"2/25/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"10.00","Matt Checking 0451",
﻿,,"2/25/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Checking]","Transfer:[Checking]","",,"2,312.30","Discover 3128(6)","payment (auto)"
﻿,,"2/25/2017","Payment/Deposit","",,"","Discover Card","Transfer:[Discover 3128(6)]","Transfer:[Discover 3128(6)]","",,"-2,312.30","Checking","payment (auto)"
﻿,,"2/24/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","82.5 shares @ 1.00","Investments:Sell","","-82.5","82.50","Fidelity HSA XX5575",""
﻿,,"2/24/2017","Payment/Deposit","",,"","Costco","Fix Me","Fix Me","",,"-180.80","Costco Visa 5455",
﻿,,"2/24/2017","Payment/Deposit","",,"","SHP*SWANSON HLTH PROD 800-437-41","Fix Me","Fix Me","",,"-48.42","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","SHOEBUY.COM 888-200-8414 MA","Fix Me","Fix Me","",,"-37.21","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","AMC ONLINE #9640 888-440-4262 KS","Entertainment","Entertainment","",,"-27.22","Discover 3128(6)","genesis"
﻿,,"2/24/2017","Payment/Deposit","",,"","CVS Pharmacy","Fix Me","Fix Me","",,"-26.96","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","WINSTEAD'S #067 LEAWOOD KS","Dining:Family","Dining:Family","",,"-8.15","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","AmeriMark","Fix Me","Fix Me","",,"603.79","Discover 3128(6)","refund monthly charges"
﻿,,"2/24/2017","Payment/Deposit","",,"","Babies ""R"" Us","Fix Me","Fix Me","",,"16.32","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"8.64","Discover 3128(6)",
﻿,,"2/24/2017","Payment/Deposit","",,"","NORMAL DISTR PARTIAL STAR CHIROP","Medical:Chiropractic","Medical:Chiropractic","",,"-82.50","Fidelity HSA XX5575","NORMAL DISTR PARTIAL STAR CHIROPRACTIC       SHAWNEE       KS"
﻿,,"2/23/2017","Payment/Deposit","",,"","Panera","Dining:Terry","Dining:Terry","",,"-5.12","Sears 9920(29)",
﻿,,"2/23/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-69.76","Discover 3128(6)",
﻿,,"2/23/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-92.09","Discover 3128(6)","TD diet"
﻿,,"2/23/2017","Payment/Deposit","",,"","Chick-fil-a","Dining:Greg","Dining:Greg","",,"-7.05","Discover 3128(6)",
﻿,,"2/23/2017","Payment/Deposit","",,"","ShoeBuy.com","Fix Me","Fix Me","",,"-46.69","Discover 3128(6)",
﻿,,"2/23/2017","Payment/Deposit","",,"","Groupon","Fix Me","Fix Me","",,"-26.00","Discover 3128(6)",
﻿,,"2/23/2017","Payment/Deposit","",,"","Babies ""R"" Us","Fix Me","Fix Me","",,"-16.32","Discover 3128(6)",
﻿,,"2/23/2017","Payment/Deposit","",,"","Consolidated Communications","Utilities:CableTV","Utilities:CableTV","",,"-168.71","Discover 3128(6)",
﻿,,"2/22/2017","Sell","",,"Vanguard LT TREASURY ADM","Vanguard LT TREASURY ADM","0.173 shares @ 11.791908","Investments:Sell","","-0.173","2.04","IBM 401k Fidelity","FEES;VANG LT TREASURY ADM OQAX;as of 02/22/2017"
﻿,,"2/22/2017","Payment/Deposit","",,"","Fees","Invest Exp","Invest Exp","",,"-2.04","IBM 401k Fidelity","fees"
﻿,,"2/22/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-49.85","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","SANFORD PROFILE 11082 OLATHE KS","Personal","Personal","",,"-30.69","Discover 3128(6)","TD diet"
﻿,,"2/22/2017","Payment/Deposit","",,"","BuyBuyBaby","Fix Me","Fix Me","",,"-39.16","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","Babies ""R"" Us","Fix Me","Fix Me","",,"-32.73","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","Dollar Tree","Fix Me","Fix Me","",,"-13.12","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-8.64","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","Panda Express","Dining:Greg","Dining:Greg","",,"-7.75","Discover 3128(6)",
﻿,,"2/22/2017","Payment/Deposit","",,"","Mr Gyros Restaurant","Dining:Terry","Dining:Terry","",,"-7.66","Discover 3128(6)",
﻿,,"2/21/2017","Sell","",,"WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","WELLS FARGO HSA FDIC INSURED NOT COVERED BY SIPC","91.92 shares @ 1.00","Investments:Sell","","-91.92","91.92","Fidelity HSA XX5575",""
﻿,,"2/21/2017","Payment/Deposit","",,"","Chick-fil-a","Dining:Family","Dining:Family","",,"-12.24","Costco Visa 5455",
﻿,,"2/21/2017","Payment/Deposit","",,"","Purchases","Fix Me","Fix Me","",,"-29.70","Kohls 3215(25)",
﻿,,"2/21/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-149.63","Discover 3128(6)",
﻿,,"2/21/2017","Payment/Deposit","",,"","McDonald's","Dining:Family","Dining:Family","",,"-6.96","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/21/2017","Payment/Deposit","",,"","AMK*PTH AMERIMARK DIRE 866-345-4","Fix Me","Fix Me","",,"-29.99","Discover 3128(6)",
﻿,,"2/21/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-9.21","Matt Checking 0451","DBT PURCHASE ON 02/20 @ 14:12 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"2/21/2017","Payment/Deposit","",,"","Conoco","Fix Me","Fix Me","",,"-6.19","Matt Checking 0451","DBT PURCHASE ON 02/21 @ 09:23 CONOCO - SEI 27832 CONOCO - SEI 27"
﻿,,"2/21/2017","Payment/Deposit","",,"","CVS Pharmacy","Medical:Medicine","Medical:Medicine","",,"-91.92","Fidelity HSA XX5575","NORMAL DISTR PARTIAL CVS/PHARMACY #08237     LEAWOOD       KS"
﻿,,"2/20/2017","Payment/Deposit","",,"","McDonald's","Dining:Greg","Dining:Greg","",,"-5.01","Discover 3128(6)","DBT PURCHASE ON 09/13 @ 13:48 MCDONALD'S F11441 MCDONALD'S F114"
﻿,,"2/20/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"40.00","Matt Checking 0451",
﻿,,"2/20/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"40.00","Matt Checking 0451",
﻿,,"2/20/2017","Payment/Deposit","",,"","Turnstyles Turnstyles Nbr","Fix Me","Fix Me","",,"-38.45","Matt Checking 0451","DBT PURCHASE ON 02/20 @ 17:54 TURNSTYLES TURNSTYLES OVERLAND PAR"
﻿,,"2/20/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-30.94","Matt Checking 0451","DBT PURCHASE ON 02/19 @ 10:58 QT 240 02002400 QT 240 02002400 OV"
﻿,,"2/20/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me","Fix Me","",,"-7.60","Matt Checking 0451","DBT PURCHASE ON 02/20 @ 22:37 WAL Wal-Mart Store 1516571599 WAL-"
﻿,,"2/20/2017","Payment/Deposit","",,"","Phillips Royal Llc","Fix Me","Fix Me","",,"-4.78","Matt Checking 0451","DBT PURCHASE ON 02/20 @ 21:06 PHILLIPS 66 - ROYAL LLC PHILLIPS 6"
﻿,,"2/20/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-3.95","Matt Checking 0451","DBT PURCHASE ON 02/19 @ 18:09 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"2/20/2017","Payment/Deposit","",,"","Price Chopper","Fix Me","Fix Me","",,"-3.91","Matt Checking 0451","DBT PURCHASE ON 02/19 @ 11:08 PRICE CHOPPER 500 PRICE CHOPPER 50"
﻿,,"2/20/2017","Payment/Deposit","",,"","Hy Vee","Fix Me","Fix Me","",,"-1.50","Matt Checking 0451","DBT PURCHASE ON 02/20 @ 00:08 HY VEE 1509 HY VEE 1509 OVERLAND P"
﻿,,"2/20/2017","Payment/Deposit","",,"","From savings","Transfer:[Checking]","Transfer:[Checking]","",,"-4,000.00","Savings","11113989"
﻿,,"2/20/2017","Payment/Deposit","TXFR",,"","From savings","Transfer:[Savings]","Transfer:[Savings]","",,"4,000.00","Checking","11113989"
﻿,,"2/20/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Checking]","Transfer:[Checking]","",,"402.94","Kohls 3215(25)","payment (auto)"
﻿,,"2/20/2017","Payment/Deposit","",,"","KOHLS","Transfer:[Kohls 3215(25)]","Transfer:[Kohls 3215(25)]","",,"-402.94","Checking","payment (auto)"
﻿,,"2/20/2017","Payment/Deposit","",,"","Kcpt Donations","Charity:Cash","Charity:Cash","",,"-19.00","Checking",
﻿,,"2/19/2017","Payment/Deposit","",,"","Panera","Dining:Terry","Dining:Terry","",,"-25.37","Costco Visa 5455",
﻿,,"2/19/2017","Payment/Deposit","",,"","Wal-Mart","Fix Me:WalMart","Fix Me:WalMart","",,"-4.30","Discover 3128(6)",
﻿,,"2/19/2017","Payment/Deposit","",,"","OLIVE GARDE00015354140 OLATHE KS","Dining:Family","Dining:Family","",,"-39.27","Discover 3128(6)",
﻿,,"2/19/2017","Payment/Deposit","",,"","BELFONTES CARWASH - KC KANSAS CI","Auto:Cleaning","Auto:Cleaning","",,"-12.00","Discover 3128(6)",
﻿,,"2/19/2017","Payment/Deposit","",,"","Main Street Tobacco","Fix Me","Fix Me","",,"-59.59","Matt Checking 0451","DBT PURCHASE ON 02/18 @ 00:05 IN *MAIN STREET TOBACCO IN *MAIN S"
﻿,,"2/19/2017","Payment/Deposit","",,"","Tbo Trf","Fix Me","Fix Me","",,"50.00","Matt Checking 0451",
﻿,,"2/19/2017","Payment/Deposit","",,"","Twisted Fresh Twisted","Fix Me","Fix Me","",,"-9.02","Matt Checking 0451","DBT PURCHASE ON 02/19 @ 00:39 TWISTED FRESH TWISTED FRESH KANSAS"
﻿,,"2/19/2017","Payment/Deposit","",,"","Auntie Anne's Pretzels","Fix Me","Fix Me","",,"-8.07","Matt Checking 0451","DBT PURCHASE ON 02/18 @ 10:35 AUNTIE ANNE'S PRETZELS AUNTIE ANNE"
﻿,,"2/19/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-4.13","Matt Checking 0451","DBT PURCHASE ON 02/18 @ 05:21 QT 194 02001949 QT 194 02001949 MI"
﻿,,"2/19/2017","Payment/Deposit","",,"","Neighborhood Storage","Fix Me","Fix Me","",,"-2.17","Matt Checking 0451","DBT PURCHASE ON 02/18 @ 17:28 NEIGHBORHOOD STORE NEIGHBORHOOD ST"
﻿,,"2/19/2017","Payment/Deposit","",,"","Amazon.com","Clothing:Terry","Clothing:Terry","",,"-18.03","Discover 3128(6)","lingerie?"
﻿,,"2/19/2017","Payment/Deposit","",,"","Amazon.com","Books","Books","",,"-12.99","Discover 3128(6)","TD study"
﻿,,"2/19/2017","Payment/Deposit","",,"","Purchase Finance Charge","Auto & Transport:Auto Payment:Interest","Auto & Transport:Auto Payment:Interest","",,"-0.29","AMEX Everyday(22)",
﻿,,"2/18/2017","Payment/Deposit","",,"","Price Chopper","Groceries","Groceries","",,"-53.22","Sears 9920(29)",
﻿,,"2/18/2017","Payment/Deposit","",,"","UNION STATION KC SWIPED KANSAS C","Entertainment","Entertainment","",,"-35.90","Discover 3128(6)","pompeii"
﻿,,"2/18/2017","Payment/Deposit","",,"","AMAZON DIGITAL SVCS 866-216-1072","Subscriptions","Subscriptions","",,"-8.99","Discover 3128(6)","showtime"
﻿,,"2/18/2017","Payment/Deposit","",,"","TBO TRF FROM ***7671 TO ***0451","Auto:Fees","Auto:Fees","",,"40.00","Matt Checking 0451",
﻿,,"2/18/2017","Payment/Deposit","",,"","QT","Fix Me","Fix Me","",,"-7.91","Matt Checking 0451","DBT PURCHASE ON 02/17 @ 00:50 QT WIRELESS CONNECTIONS QT WIRELES"
﻿,,"2/18/2017","Payment/Deposit","",,"","DBT PURCHASE ON 02/18 @ 06:43 TU","Fix Me","Fix Me","",,"-7.91","Matt Checking 0451","DBT PURCHASE ON 02/18 @ 06:43 TURNSTYLES TURNSTYLES OVERLAND PAR"
﻿,,"2/18/2017","Payment/Deposit","",,"","Target","Fix Me","Fix Me","",,"-2.44","Matt Checking 0451","DBT PURCHASE ON 02/17 @ 15:31 TARGET 00018408 TARGET 00018408 KA"
